protein_external_id	preferred_name	protein_size	annotation
7668.SPU_023089-tr	LOC576183	441	Uncharacterized protein
7668.SPU_023090-tr	LOC576048	1272	Uncharacterized protein
7668.SPU_023091-tr	LOC594388	265	Uncharacterized protein
7668.SPU_023092-tr	SPU_023092-tr	385	Uncharacterized protein
7668.SPU_023093-tr	SPU_023093-tr	2255	Uncharacterized protein
7668.SPU_023094-tr	LOC583577	240	Uncharacterized protein
7668.SPU_023095-tr	SPU_023095-tr	73	Uncharacterized protein
7668.SPU_023096-tr	LOC589330	327	Uncharacterized protein
7668.SPU_023097-tr	LOC585482	327	Uncharacterized protein
7668.SPU_023098-tr	LOC581338	1568	Uncharacterized protein
7668.SPU_023099-tr	LOC581278	558	Uncharacterized protein
7668.SPU_023100-tr	SPU_023100-tr	160	Uncharacterized protein
7668.SPU_023101-tr	LOC590252	330	Uncharacterized protein; Belongs to the peptidase S8 family
7668.SPU_023102-tr	SPU_023102-tr	2352	Histone acetyltransferase; Belongs to the MYST (SAS/MOZ) family
7668.SPU_023103-tr	SPU_023103-tr	604	Uncharacterized protein
7668.SPU_023104-tr	SPU_023104-tr	571	Uncharacterized protein
7668.SPU_023105-tr	SPU_023105-tr	698	Uncharacterized protein
7668.SPU_023106-tr	SPU_023106-tr	125	Uncharacterized protein
7668.SPU_023107-tr	SPU_023107-tr	259	Uncharacterized protein
7668.SPU_023108-tr	SPU_023108-tr	1075	Uncharacterized protein
7668.SPU_023109-tr	SPU_023109-tr	139	Uncharacterized protein
7668.SPU_023110-tr	LOC592973	507	Uncharacterized protein
7668.SPU_023111-tr	SPU_023111-tr	347	Uncharacterized protein
7668.SPU_023112-tr	SPU_023112-tr	210	Uncharacterized protein
7668.SPU_023113-tr	SPU_023113-tr	172	Uncharacterized protein
7668.SPU_023114-tr	SPU_023114-tr	584	Uncharacterized protein
7668.SPU_023115-tr	LOC578045	2622	Uncharacterized protein
7668.SPU_023116-tr	LOC590528	634	annotation not available
7668.SPU_023117-tr	SPU_023117-tr	141	Uncharacterized protein
7668.SPU_023118-tr	SPU_023118-tr	266	Uncharacterized protein
7668.SPU_023119-tr	SPU_023119-tr	121	annotation not available
7668.SPU_023120-tr	SPU_023120-tr	933	Uncharacterized protein
7668.SPU_023121.a-tr	LOC576326	301	Uncharacterized protein
7668.SPU_023122-tr	LOC763129	130	Uncharacterized protein
7668.SPU_023123-tr	LOC574926	365	Glutamine synthetase; Belongs to the glutamine synthetase family
7668.SPU_023124-tr	LOC576124	273	1-acyl-sn-glycerol-3-phosphate acyltransferase; Belongs to the 1-acyl-sn-glycerol-3-phosphate acyltransferase family
7668.SPU_023125-tr	LOC576053	144	Uncharacterized protein
7668.SPU_023126-tr	SPU_023126-tr	2778	Uncharacterized protein; Belongs to the TRAFAC class myosin-kinesin ATPase superfamily. Kinesin family
7668.SPU_023127-tr	SPU_023127-tr	63	Uncharacterized protein
7668.SPU_023128-tr	SPU_023128-tr	221	Uncharacterized protein
7668.SPU_023129-tr	SPU_023129-tr	52	Uncharacterized protein
7668.SPU_023130-tr	SPU_023130-tr	563	Uncharacterized protein
7668.SPU_023131-tr	SPU_023131-tr	345	Uncharacterized protein
7668.SPU_023132-tr	LOC585736	221	Uncharacterized protein
7668.SPU_023133-tr	LOC580383	496	Uncharacterized protein
7668.SPU_023134-tr	LOC580201	391	Uncharacterized protein
7668.SPU_023135-tr	SPU_023135-tr	743	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_023136-tr	SPU_023136-tr	285	Uncharacterized protein
7668.SPU_023137-tr	SPU_023137-tr	498	Uncharacterized protein
7668.SPU_023138-tr	SPU_023138-tr	146	Uncharacterized protein
7668.SPU_023139-tr	LOC587533	325	Uncharacterized protein
7668.SPU_023140-tr	SPU_023140-tr	391	Uncharacterized protein
7668.SPU_023141-tr	SPU_023141-tr	770	Uncharacterized protein
7668.SPU_023142-tr	SPU_023142-tr	4235	Uncharacterized protein
7668.SPU_023143-tr	SPU_023143-tr	747	Uncharacterized protein
7668.SPU_023144-tr	LOC589328	1071	Uncharacterized protein
7668.SPU_023145-tr	SPU_023145-tr	325	Uncharacterized protein
7668.SPU_023146-tr	SPU_023146-tr	106	Uncharacterized protein
7668.SPU_023147-tr	SPU_023147-tr	190	Uncharacterized protein
7668.SPU_023148-tr	LOC593143	322	Uncharacterized protein
7668.SPU_023149-tr	ercc2	696	Uncharacterized protein
7668.SPU_023150-tr	SPU_023150-tr	80	Uncharacterized protein
7668.SPU_023151-tr	SPU_023151-tr	108	Uncharacterized protein
7668.SPU_023152-tr	SPU_023152-tr	234	Uncharacterized protein
7668.SPU_023153-tr	LOC579929	250	Uncharacterized protein
7668.SPU_023154-tr	LOC764648	298	Uncharacterized protein
7668.SPU_023155-tr	SPU_023155-tr	177	Uncharacterized protein
7668.SPU_023156-tr	SPU_023156-tr	400	Uncharacterized protein
7668.SPU_023157-tr	SPU_023157-tr	621	Uncharacterized protein
7668.SPU_023158-tr	LOC591462	264	Uncharacterized protein
7668.SPU_023159-tr	SPU_023159-tr	368	Uncharacterized protein
7668.SPU_023160-tr	LOC589567	1243	Uncharacterized protein
7668.SPU_023161-tr	SPU_023161-tr	86	Uncharacterized protein
7668.SPU_023162-tr	SPU_023162-tr	1358	Uncharacterized protein
7668.SPU_023163-tr	LOC592600	248	Uncharacterized protein
7668.SPU_023164-tr	SPU_023164-tr	231	Uncharacterized protein
7668.SPU_023165-tr	SPU_023165-tr	719	Uncharacterized protein
7668.SPU_023166-tr	SPU_023166-tr	104	Uncharacterized protein; Belongs to the glycosyl hydrolase 31 family
7668.SPU_023168-tr	LOC763096	428	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_023169-tr	SPU_023169-tr	46	Uncharacterized protein
7668.SPU_023170-tr	SPU_023170-tr	511	Uncharacterized protein
7668.SPU_023171-tr	SPU_023171-tr	484	Uncharacterized protein
7668.SPU_023172-tr	SPU_023172-tr	72	Uncharacterized protein
7668.SPU_023173-tr	SPU_023173-tr	210	Uncharacterized protein
7668.SPU_023174-tr	SPU_023174-tr	116	Uncharacterized protein
7668.SPU_023175-tr	SPU_023175-tr	423	Uncharacterized protein
7668.SPU_023176-tr	SPU_023176-tr	160	Uncharacterized protein
7668.SPU_023177-tr	LOC575572	446	Uncharacterized protein
7668.SPU_023178-tr	SPU_023178-tr	143	Uncharacterized protein
7668.SPU_023179-tr	SPU_023179-tr	280	Uncharacterized protein
7668.SPU_023180-tr	SPU_023180-tr	112	Uncharacterized protein
7668.SPU_023181-tr	SPU_023181-tr	175	Uncharacterized protein
7668.SPU_023182-tr	SPU_023182-tr	122	Uncharacterized protein
7668.SPU_023183-tr	SPU_023183-tr	859	Uncharacterized protein
7668.SPU_023184-tr	SPU_023184-tr	649	Uncharacterized protein
7668.SPU_023185-tr	SPU_023185-tr	1265	Uncharacterized protein
7668.SPU_023186-tr	LOC588524	395	Uncharacterized protein
7668.SPU_023187-tr	SPU_023187-tr	222	Uncharacterized protein
7668.SPU_023188-tr	SPU_023188-tr	919	Uncharacterized protein
7668.SPU_023189-tr	SPU_023189-tr	192	Uncharacterized protein
7668.SPU_023190-tr	SPU_023190-tr	907	Uncharacterized protein
7668.SPU_023191-tr	SPU_023191-tr	105	Proteasome endopeptidase complex
7668.SPU_023192-tr	LOC576884	200	Uncharacterized protein
7668.SPU_023193-tr	SPU_023193-tr	697	Uncharacterized protein
7668.SPU_023194-tr	SPU_023194-tr	632	Uncharacterized protein
7668.SPU_023195-tr	SPU_023195-tr	136	Uncharacterized protein
7668.SPU_023196-tr	SPU_023196-tr	218	Uncharacterized protein
7668.SPU_023197-tr	LOC590751	141	Uncharacterized protein
7668.SPU_023198-tr	SPU_023198-tr	1325	Uncharacterized protein; Belongs to the peptidase C19 family
7668.SPU_023199-tr	SPU_023199-tr	324	Uncharacterized protein
7668.SPU_023200-tr	LOC582369	879	Uncharacterized protein
7668.SPU_023201-tr	LOC582406	381	Uncharacterized protein
7668.SPU_023202-tr	LOC589321	109	Uncharacterized protein
7668.SPU_023203-tr	LOC592674	671	Uncharacterized protein
7668.SPU_023204-tr	LOC592706	659	Uncharacterized protein
7668.SPU_023205-tr	SPU_023205-tr	611	Uncharacterized protein
7668.SPU_023206-tr	SPU_023206-tr	104	Ubiquitin-related modifier 1 homolog; Acts as a sulfur carrier required for 2-thiolation of mcm(5)S(2)U at tRNA wobble positions of cytosolic tRNA(Lys), tRNA(Glu) and tRNA(Gln). Serves as sulfur donor in tRNA 2- thiolation reaction by being thiocarboxylated (-COSH) at its C- terminus by MOCS3. The sulfur is then transferred to tRNA to form 2-thiolation of mcm(5)S(2)U. Also acts as a ubiquitin-like protein (UBL) that is covalently conjugated via an isopeptide bond to lysine residues of target proteins. The thiocarboxylated form serves as substrate for conjugation and oxidative stress sp [...] 
7668.SPU_023207-tr	LOC584273	151	Ribonuclease P protein subunit p20; Component of ribonuclease P, a protein complex that generates mature tRNA molecules by cleaving their 5'-ends. Also a component of RNase MRP complex, which cleaves pre-rRNA sequences
7668.SPU_023208-tr	LOC584238	835	Uncharacterized protein; Belongs to the calycin superfamily. Lipocalin family
7668.SPU_023209-tr	LOC753558	314	Uncharacterized protein
7668.SPU_023210-tr	SPU_023210-tr	779	Uncharacterized protein
7668.SPU_023211-tr	SPU_023211-tr	112	Uncharacterized protein
7668.SPU_023212-tr	LOC764376	991	Uncharacterized protein
7668.SPU_023213-tr	SPU_023213-tr	336	Uncharacterized protein
7668.SPU_023214-tr	SPU_023214-tr	332	Uncharacterized protein
7668.SPU_023215-tr	LOC581711	283	Uncharacterized protein
7668.SPU_023216-tr	LOC581601	656	Uncharacterized protein
7668.SPU_023217-tr	LOC581649	224	GTP-binding nuclear protein; GTP-binding protein involved in nucleocytoplasmic transport. Required for the import of protein into the nucleus and also for RNA export. Involved in chromatin condensation and control of cell cycle
7668.SPU_023218-tr	LOC581758	570	Uncharacterized protein
7668.SPU_023219-tr	SPU_023219-tr	185	Uncharacterized protein
7668.SPU_023220-tr	LOC588965	485	Uncharacterized protein
7668.SPU_023221-tr	LOC588988	206	Uncharacterized protein
7668.SPU_023222-tr	LOC593246	226	Uncharacterized protein
7668.SPU_023223-tr	SPU_023223-tr	317	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_023224-tr	LOC583346	183	Nucleoside diphosphate kinase
7668.SPU_023225-tr	SPU_023225-tr	270	Uncharacterized protein
7668.SPU_023226-tr	SPU_023226-tr	237	Uncharacterized protein
7668.SPU_023227-tr	SPU_023227-tr	152	Uncharacterized protein
7668.SPU_023228-tr	SPU_023228-tr	46	Uncharacterized protein
7668.SPU_023229-tr	SPU_023229-tr	251	Uncharacterized protein
7668.SPU_023230-tr	SPU_023230-tr	713	Uncharacterized protein
7668.SPU_023231-tr	LOC588120	309	Uncharacterized protein
7668.SPU_023232-tr	SPU_023232-tr	359	Uncharacterized protein; Belongs to the short-chain dehydrogenases/reductases (SDR) family
7668.SPU_023233-tr	SPU_023233-tr	385	Uncharacterized protein; Belongs to the peptidase S8 family
7668.SPU_023234-tr	LOC754779	338	Uncharacterized protein; Belongs to the peptidase S8 family
7668.SPU_023235-tr	SPU_023235-tr	938	Uncharacterized protein
7668.SPU_023236-tr	SPU_023236-tr	588	Uncharacterized protein
7668.SPU_023237-tr	LOC578793	487	Uncharacterized protein
7668.SPU_023238-tr	SPU_023238-tr	414	Uncharacterized protein
7668.SPU_023239-tr	SPU_023239-tr	230	Uncharacterized protein
7668.SPU_023240-tr	SPU_023240-tr	702	Uncharacterized protein
7668.SPU_023241-tr	SPU_023241-tr	229	Uncharacterized protein
7668.SPU_023242-tr	SPU_023242-tr	467	Uncharacterized protein
7668.SPU_023243-tr	SPU_023243-tr	438	Uncharacterized protein
7668.SPU_023244-tr	SPU_023244-tr	437	Uncharacterized protein
7668.SPU_023245-tr	SPU_023245-tr	222	Uncharacterized protein
7668.SPU_023246-tr	SPU_023246-tr	405	Uncharacterized protein
7668.SPU_023247-tr	LOC581948	196	Peptidoglycan-recognition protein; Belongs to the N-acetylmuramoyl-L-alanine amidase 2 family
7668.SPU_023248-tr	SPU_023248-tr	364	Uncharacterized protein
7668.SPU_023249-tr	SPU_023249-tr	281	Uncharacterized protein; Belongs to the peptidase S1 family
7668.SPU_023250-tr	SPU_023250-tr	73	Uncharacterized protein
7668.SPU_023251-tr	SPU_023251-tr	475	Uncharacterized protein
7668.SPU_023252-tr	SPU_023252-tr	470	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_023253-tr	SPU_023253-tr	361	Uncharacterized protein
7668.SPU_023254-tr	SPU_023254-tr	220	Uncharacterized protein
7668.SPU_023255-tr	SPU_023255-tr	332	Uncharacterized protein; Belongs to the G-protein coupled receptor 2 family
7668.SPU_023256-tr	LOC591275	344	Uncharacterized protein
7668.SPU_023257-tr	SPU_023257-tr	202	Uncharacterized protein
7668.SPU_023258-tr	SPU_023258-tr	1341	Uncharacterized protein
7668.SPU_023259-tr	LOC576958	187	Uncharacterized protein
7668.SPU_023260-tr	LOC756415	202	Uncharacterized protein
7668.SPU_023261-tr	SPU_023261-tr	511	Src-family protein tyrosine kinase; Uncharacterized protein 
7668.SPU_023262-tr	SPU_023262-tr	510	Uncharacterized protein
7668.SPU_023263-tr	SPU_023263-tr	155	Uncharacterized protein
7668.SPU_023264-tr	SPU_023264-tr	625	Uncharacterized protein
7668.SPU_023265-tr	LOC580832	444	Uncharacterized protein
7668.SPU_023266-tr	SPU_023266-tr	52	Uncharacterized protein
7668.SPU_023267-tr	SPU_023267-tr	1032	Uncharacterized protein
7668.SPU_023268-tr	SPU_023268-tr	359	Uncharacterized protein
7668.SPU_023269-tr	SPU_023269-tr	455	Uncharacterized protein
7668.SPU_023270-tr	SPU_023270-tr	327	Uncharacterized protein
7668.SPU_023271-tr	SPU_023271-tr	222	Uncharacterized protein
7668.SPU_023272-tr	LOC752956	582	Uncharacterized protein
7668.SPU_023273-tr	LOC752949	575	Uncharacterized protein
7668.SPU_023274-tr	SPU_023274-tr	602	Uncharacterized protein
7668.SPU_023275-tr	SPU_023275-tr	291	Uncharacterized protein
7668.SPU_023276-tr	LOC587834	417	Uncharacterized protein
7668.SPU_023277-tr	SPU_023277-tr	437	Uncharacterized protein
7668.SPU_023278-tr	SPU_023278-tr	97	Uncharacterized protein
7668.SPU_023279-tr	SPU_023279-tr	108	Uncharacterized protein
7668.SPU_023280-tr	SPU_023280-tr	182	Uncharacterized protein; Belongs to the peptidase M12A family
7668.SPU_023281-tr	LOC587671	277	Uncharacterized protein
7668.SPU_023282-tr	SPU_023282-tr	1008	Uncharacterized protein
7668.SPU_023283-tr	SPU_023283-tr	514	Uncharacterized protein
7668.SPU_023284-tr	SPU_023284-tr	438	annotation not available
7668.SPU_023285-tr	SPU_023285-tr	98	Uncharacterized protein
7668.SPU_023286-tr	LOC584825	183	Proteasome subunit alpha type
7668.SPU_023287-tr	RALGAPA2	1794	Uncharacterized protein
7668.SPU_023288-tr	LOC752039	381	Uncharacterized protein
7668.SPU_023289-tr	SPU_023289-tr	416	Uncharacterized protein; Belongs to the RNase T2 family
7668.SPU_023290-tr	SPU_023290-tr	831	Uncharacterized protein
7668.SPU_023291-tr	LOC584763	264	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_023292-tr	SPU_023292-tr	300	Uncharacterized protein
7668.SPU_023293-tr	LOC586677	590	Uncharacterized protein
7668.SPU_023294-tr	SPU_023294-tr	240	Uncharacterized protein
7668.SPU_023295-tr	LOC583703	538	Uncharacterized protein; Belongs to the DEAD box helicase family
7668.SPU_023296-tr	LOC589669	2170	Uncharacterized protein
7668.SPU_023297-tr	SPU_023297-tr	200	Uncharacterized protein
7668.SPU_023298-tr	SPU_023298-tr	73	Uncharacterized protein
7668.SPU_023299-tr	SPU_023299-tr	941	Uncharacterized protein
7668.SPU_023300-tr	SPU_023300-tr	1111	Uncharacterized protein
7668.SPU_023301-tr	SPU_023301-tr	934	Uncharacterized protein
7668.SPU_023302-tr	SPU_023302-tr	1134	Uncharacterized protein
7668.SPU_023303-tr	SPU_023303-tr	314	Uncharacterized protein
7668.SPU_023304-tr	SPU_023304-tr	248	Uncharacterized protein
7668.SPU_023305-tr	SPU_023305-tr	288	Uncharacterized protein
7668.SPU_023306-tr	SPU_023306-tr	504	Uncharacterized protein
7668.SPU_023307-tr	SPU_023307-tr	260	Uncharacterized protein
7668.SPU_023308-tr	LOC583976	231	Uncharacterized protein
7668.SPU_023309-tr	SPU_023309-tr	541	Uncharacterized protein
7668.SPU_023310-tr	LOC583920	151	Uncharacterized protein
7668.SPU_023311-tr	SPU_023311-tr	197	Uncharacterized protein
7668.SPU_023312-tr	LOC752926	71	Uncharacterized protein
7668.SPU_023313-tr	pi4ka	1535	Uncharacterized protein
7668.SPU_023315-tr	LOC583734	488	Uncharacterized protein
7668.SPU_023316-tr	SPU_023316-tr	287	Uncharacterized protein
7668.SPU_023317-tr	SPU_023317-tr	177	Uncharacterized protein
7668.SPU_023318-tr	LOC583717	289	Uncharacterized protein
7668.SPU_023319-tr	LOC752120	349	Uncharacterized protein; Belongs to the G-protein coupled receptor 1 family
7668.SPU_023320-tr	SPU_023320-tr	816	Uncharacterized protein; Belongs to the transient receptor (TC 1.A.4) family
7668.SPU_023321-tr	SPU_023321-tr	889	Uncharacterized protein
7668.SPU_023322-tr	SPU_023322-tr	188	Uncharacterized protein
7668.SPU_023323-tr	SPU_023323-tr	150	Uncharacterized protein
7668.SPU_023324-tr	SPU_023324-tr	1035	Uncharacterized protein
7668.SPU_023325-tr	SPU_023325-tr	262	Uncharacterized protein; Belongs to the mitochondrial carrier (TC 2.A.29) family
7668.SPU_023326-tr	SPU_023326-tr	444	Uncharacterized protein
7668.SPU_023327-tr	LOC592641	367	Tartrate-resistant acid phosphatase type 5
7668.SPU_023328-tr	LOC592624	454	Uncharacterized protein
7668.SPU_023329-tr	LOC592606	396	Dipeptidase; Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family
7668.SPU_023330-tr	LOC592585	420	Dipeptidase; Belongs to the metallo-dependent hydrolases superfamily. Peptidase M19 family
7668.SPU_023331-tr	LOC583748	262	Uncharacterized protein
7668.SPU_023332-tr	SPU_023332-tr	488	Uncharacterized protein
7668.SPU_023333-tr	LOC583776	325	Uncharacterized protein; Belongs to the WD repeat SEC13 family
7668.SPU_023334-tr	SPU_023334-tr	259	Proliferating cell nuclear antigen; This protein is an auxiliary protein of DNA polymerase delta and is involved in the control of eukaryotic DNA replication by increasing the polymerase's processibility during elongation of the leading strand
7668.SPU_023335-tr	SPU_023335-tr	486	Uncharacterized protein
7668.SPU_023336-tr	SPU_023336-tr	798	Uncharacterized protein
7668.SPU_023337-tr	SPU_023337-tr	401	Uncharacterized protein
7668.SPU_023338-tr	SPU_023338-tr	185	Uncharacterized protein
7668.SPU_023339-tr	SPU_023339-tr	452	Nuclear factor 1; Recognizes and binds the palindromic sequence 5'- TTGGCNNNNNGCCAA-3' present in viral and cellular promoters and in the origin of replication of adenovirus type 2. These proteins are individually capable of activating transcription and replication
7668.SPU_023340-tr	SPU_023340-tr	343	Uncharacterized protein
7668.SPU_023341-tr	LOC592936	126	Uncharacterized protein
7668.SPU_023342-tr	SPU_023342-tr	285	Uncharacterized protein
7668.SPU_023343-tr	LOC592909	322	Uncharacterized protein; Belongs to the cyclin family
7668.SPU_023344-tr	LOC592923	469	Uncharacterized protein
7668.SPU_023345-tr	SPU_023345-tr	898	Uncharacterized protein
7668.SPU_023346-tr	SPU_023346-tr	524	Uncharacterized protein
7668.SPU_023347-tr	SPU_023347-tr	464	Uncharacterized protein
7668.SPU_023348-tr	SPU_023348-tr	303	Uncharacterized protein
7668.SPU_023349-tr	LOC754573	228	Uncharacterized protein
7668.SPU_023350-tr	SPU_023350-tr	94	Uncharacterized protein
7668.SPU_023351-tr	SPU_023351-tr	136	Uncharacterized protein
7668.SPU_023352-tr	SPU_023352-tr	68	Uncharacterized protein
7668.SPU_023353-tr	ARS	567	Arylsulfatase ; Belongs to the sulfatase family
7668.SPU_023354-tr	SPU_023354-tr	343	Uncharacterized protein
7668.SPU_023355-tr	SPU_023355-tr	252	Uncharacterized protein
7668.SPU_023356-tr	SPU_023356-tr	684	Uncharacterized protein
7668.SPU_023357-tr	SPU_023357-tr	159	Uncharacterized protein
7668.SPU_023358-tr	SPU_023358-tr	2415	ATP-dependent DNA helicase; Belongs to the helicase family
7668.SPU_023359-tr	SPU_023359-tr	455	Uncharacterized protein
